Chr	Start	End	Strand	TranscriptId	GeneId	GeneName	RFP.ZT0.R1	RFP.ZT0.R2	RFP.ZT2.R1	RFP.ZT2.R2	RFP.ZT4.R1	RFP.ZT4.R2	RFP.ZT6.R1	RFP.ZT6.R2	RFP.ZT8.R1	RFP.ZT8.R2	RFP.ZT10.R1	RFP.ZT10.R2	RFP.ZT12.R1	RFP.ZT12.R2	RFP.ZT14.R1	RFP.ZT14.R2	RFP.ZT16.R1	RFP.ZT16.R2	RFP.ZT18.R1	RFP.ZT18.R2	RFP.ZT20.R1	RFP.ZT20.R2	RFP.ZT22.R1	RFP.ZT22.R2	RNA.ZT0.R1	RNA.ZT0.R2	RNA.ZT2.R1	RNA.ZT2.R2	RNA.ZT4.R1	RNA.ZT4.R2	RNA.ZT6.R1	RNA.ZT6.R2	RNA.ZT8.R1	RNA.ZT8.R2	RNA.ZT10.R1	RNA.ZT10.R2	RNA.ZT12.R1	RNA.ZT12.R2	RNA.ZT14.R1	RNA.ZT14.R2	RNA.ZT16.R1	RNA.ZT16.R2	RNA.ZT18.R1	RNA.ZT18.R2	RNA.ZT20.R1	RNA.ZT20.R2	RNA.ZT22.R1	RNA.ZT22.R2
chr7	80540471	80551017	-	ENSMUST00000026816	ENSMUSG00000025722	Wdr73	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076696	0.000000	0.107542	0.093888	0.756717	0.000000	0.151255	2.062238	0.000000	0.457019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.796446	0.892273
chr7	80551976	80554824	-	ENSMUST00000026817	ENSMUSG00000025723	Nmb	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.178318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.180342
chr17	26145395	26161022	-	ENSMUST00000026823	ENSMUSG00000025728	Pigq	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.451894	2.528621	3.649902	3.514852	1.755891	1.684518	2.806921	0.000000	0.166678	0.110094	0.000000	0.000000	1.470495	0.865844	0.725065	1.237788	1.375340	0.000000	0.000000	0.479460	1.610937	0.176598	0.000000
chr17	26053439	26056269	-	ENSMUST00000026831	ENSMUSG00000025735	Rhbdl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185306	0.000000	0.000000	0.000000	0.335066	0.270446	0.000000	0.000000	0.000000	0.492095	0.000000	0.000000	0.000000	0.072563	0.000000	0.000000	0.000000	0.108890	0.000000	0.000000	0.000000	0.077761	0.235852	0.208900
chr3	40988379	40994631	+	ENSMUST00000026862	ENSMUSG00000025762	Larp1b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr3	41510166	41571299	+	ENSMUST00000026865	ENSMUSG00000025764	Jade1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.710095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.064096	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	73150728	73191493	-	ENSMUST00000026895	ENSMUSG00000078671	Chd2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260824	0.000000	0.000000	0.000000	1.851609	0.000000	0.000000	0.000000	0.000000	0.000000	1.183733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.857724
chr2	5882666	5900130	-	ENSMUST00000026926	ENSMUSG00000025816	Sec61a2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123897	0.000000	0.000000	0.000000	0.061366	0.000000	0.000000	0.000000	0.068611	0.226811	0.000000	0.090531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044315	0.020572
chr1	4561154	4566636	-	ENSMUST00000027035	ENSMUSG00000025902	Sox17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213684	0.179449	0.110819	0.000000	0.244899	0.000000	0.171031	0.117104	0.000000	0.000000	0.000000	0.000000	0.000000	0.089897	0.000000	0.000000	0.000000	0.000000	0.000000	0.020255	0.000000	0.000000	0.000000	0.208101
chr1	10038849	10079361	-	ENSMUST00000027049	ENSMUSG00000025916	Ppp1r42	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100291	0.000000	0.212058	0.065942	0.000000	0.000000	0.000000	0.000000	0.000000	0.085516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.178444
chr1	63794066	63808426	-	ENSMUST00000027102	ENSMUSG00000025961	4933402D24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121760	0.055203	0.059441	0.000000	0.155930	0.0	0.000000	0.026790	0.027592	0.025839	0.0	0.037342	0.0	0.036029	0.0	0.029407	0.038997	0.0	0.0	0.000000	0.000000	0.0	0.053143	0.090667
chr1	55209318	55265941	-	ENSMUST00000027121	ENSMUSG00000025978	Rftn2	0.000000	0.046902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177473	0.303038	0.177403	0.184737	0.236886	0.131417	0.238536	0.139310	0.187784	0.244068	0.229869	0.242587	0.126116	0.120632	0.000000	0.070200	0.106532	0.120823	0.028383	0.000000	0.038662	0.149957	0.214961	0.297577
chr1	55170441	55192158	+	ENSMUST00000027122	ENSMUSG00000025979	Mob4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.454190	0.000000
chr1	69570373	69724980	-	ENSMUST00000027146	ENSMUSG00000025997	Ikzf2	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.007309	0.000000	0.007016	0.000000	0.000000	0.000000	0.000000	0.031873	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.039642	0.026305	0.018799	0.033844	0.079844	0.030634	0.024541	0.058993	0.013000	0.040680	0.051526	0.053794	0.020052	0.012321	0.005128	0.017471	0.042059	0.021654	0.003240	0.000000	0.007583	0.013036	0.029153	0.034560
chr1	66963454	66984302	-	ENSMUST00000027151	ENSMUSG00000061816	Myl1	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132184	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.116825	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0
chr1	60948184	60954991	+	ENSMUST00000027164	ENSMUSG00000026011	Ctla4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018005	0.023066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr1	60785517	60812518	+	ENSMUST00000027165	ENSMUSG00000026012	Cd28	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.030264	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.028138	0.042218	0.056915	0.0	0.045894	0.000000	0.013505	0.000000	0.024011	0.000000	0.024978	0.024206	0.022123	0.000000	0.008171	0.019401	0.037219	0.009593	0.011911	0.002891	0.005321	0.018341	0.000000	0.018833
chr1	60522395	60605924	-	ENSMUST00000027168	ENSMUSG00000026014	Raph1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.287954	0.000000	0.000000	0.000000	0.193979	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr1	60028227	60082246	-	ENSMUST00000027172	ENSMUSG00000026018	Ica1l	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053345	0.039956	0.026324	0.041795	0.000000	0.000000	0.000000	0.043187	0.026910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022599
chr1	30979384	30988836	-	ENSMUST00000027232	ENSMUSG00000117310	Ptp4a1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.248716	3.396306	2.919310	0.000000	5.727180	3.414148	4.011976	3.413305	4.374279	5.624596	2.873773	2.983862	0.000000	4.471304	2.857031	0.235137	2.637533	5.231049	0.568957	0.000000	0.529054	1.841632	2.090519	0.000000
chr1	40554522	40590865	+	ENSMUST00000027237	ENSMUSG00000026068	Il18rap	0.0	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.029286	0.000000	0.000000	0.000000	0.014767	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.022945	0.000000	0.037355	0.000000	0.012008	0.030852	0.035938	0.019005	0.024171	0.020760	0.000000	0.016227	0.000000	0.000000	0.015424	0.028624	0.0	0.000000	0.000000	0.000000	0.000000	0.031207
chr1	74605585	74627184	-	ENSMUST00000027315	ENSMUSG00000026135	Zfp142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr1	82294173	82423087	+	ENSMUST00000027322	ENSMUSG00000026142	Rhbdd1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.014517	0.000000	3.366758	3.781635	2.762709	2.911304	3.255944	3.258673	4.153588	3.391612	3.070834	2.102048	1.744597	1.102515	0.985444	0.000000	1.382698	0.000000	0.000000	0.000000	1.305933	3.865189	3.370468
chr1	23405505	23422256	-	ENSMUST00000027343	ENSMUSG00000026158	Ogfrl1	0.230233	0.229494	0.174747	0.079124	0.367270	0.203803	0.160020	0.203051	0.210992	0.148514	0.204876	0.227919	0.205562	0.041239	0.192938	0.172805	0.297224	0.189512	0.168572	0.185787	0.066245	0.177250	0.116374	0.255245	1.906854	2.277520	1.608704	1.976856	1.725144	1.398988	1.934671	1.371481	1.976223	2.069726	2.412460	1.910982	1.106804	1.045470	0.733616	0.821015	0.867899	0.913370	0.187921	0.315210	0.225108	1.000811	1.700562	1.390255
chr1	74632907	74640556	-	ENSMUST00000027357	ENSMUSG00000026171	Rnf25	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.309794	0.000000	2.474140	0.000000	2.737067	0.000000	0.000000	0.000000	0.000000	3.347324	0.000000	0.001179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025541	0.000000	0.009605	0.271740
chr1	74448535	74474718	+	ENSMUST00000027366	ENSMUSG00000026175	Vil1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr1	75223671	75240857	-	ENSMUST00000027404	ENSMUSG00000026204	Ptprn	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.056785	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.021790	0.000000
chr1	75102185	75110534	-	ENSMUST00000027405	ENSMUSG00000026205	Slc23a3	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.024728	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0
chr1	75498173	75513979	+	ENSMUST00000027414	ENSMUSG00000026213	Stk11ip	0.000000	0.059799	0.000000	0.000000	0.000000	0.000000	0.044660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.338582	0.169685	0.417773	0.596464	0.102187	0.172799	0.230415	0.210070	0.000000	0.000000	0.085960	0.123351	0.090438	0.035713	0.031442	0.027373	0.012683	0.000000	0.000000	0.000000	0.062444	0.621373	0.000000
chr1	86026748	86039692	-	ENSMUST00000027431	ENSMUSG00000026228	Htr2b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128698	0.085783	0.152889	0.150028	0.126106	0.049589	0.095919	0.067369	0.054450	0.000000	0.103487	0.000000	0.069876	0.022534	0.045009	0.000000	0.045129	0.000000	0.000000	0.000000	0.017192	0.075234	0.000000
chr1	87133533	87140416	+	ENSMUST00000027470	ENSMUSG00000026253	Chrng	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087444	0.011221	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.0
chr1	87192085	87238561	+	ENSMUST00000027472	ENSMUSG00000026255	Efhd1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.058065	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.098749	0.000000
chr1	93731687	93749817	+	ENSMUST00000027505	ENSMUSG00000026283	Ing5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.951014	1.245994	0.000000	1.662613	0.000000	0.000000	0.000000	0.810714	1.458023	1.454902	1.657317	0.000000	0.344258	0.000000	0.000000	0.000000	0.360915	0.000000	0.000000	0.000000	0.000000	1.849163	1.818808
chr1	90842807	90878864	+	ENSMUST00000027528	ENSMUSG00000026303	Mlph	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141267	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014915	0.000000	0.041671	0.058217	0.122921	0.038936	0.157187	0.055831	0.069183	0.192707	0.037694	0.145320	0.029689	0.043321	0.018046	0.019086	0.031085	0.019009	0.005816	0.000000	0.007580	0.009011	0.105285	0.143629
chr1	127414283	127605833	-	ENSMUST00000027585	ENSMUSG00000026347	Tmem163	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022452	0.000000	0.000000	0.000000	0.012891	0.000000	0.000000	0.009841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr1	144628421	144651173	-	ENSMUST00000027603	ENSMUSG00000026357	Rgs18	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.056461	0.030751	0.024591	0.0	0.000000	0.0	0.047931	0.028517	0.000000	0.070673	0.000000	0.020631	0.035232	0.067974	0.026859	0.000000	0.000000	0.052200	0.000000	0.0	0.006693	0.000000	0.000000	0.031148
chr1	135656885	135679970	+	ENSMUST00000027677	ENSMUSG00000026421	Csrp1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.635394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.008256	2.536117	0.000000	0.000000	3.330507	0.000000	0.000000	0.000000	1.539541	2.761580	0.000000	2.410650	1.484223	0.000000	0.000000	0.944467	0.701607	0.000000	0.000000	0.000000	0.000000	0.000000	2.744632	3.645686
chr1	134343116	134361089	+	ENSMUST00000027727	ENSMUSG00000026457	Adipor1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.107468	0.044605	10.025053	0.000000	9.552173	5.803150	0.587533	1.210922	1.722423	10.201980	3.067920	6.331912	11.000833	2.533629	4.861667	0.106493	0.018280	0.095732	0.000000	0.000000	0.004808	3.191078	0.804959	2.790437
chr1	155003624	155022529	-	ENSMUST00000027744	ENSMUSG00000026471	Mr1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.746983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030451	0.000000	0.036640	0.000000	0.000000	0.331598	0.000000
chr1	178233668	178312078	+	ENSMUST00000027775	ENSMUSG00000026495	Efcab2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067441	0.000000	0.057236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.365393	0.451345	0.448137	0.397815	0.483770	0.253892	0.567714	0.233066	0.395777	0.549265	0.335878	0.637498	0.190548	0.144480	0.112331	0.143792	0.122176	0.192887	0.062673	0.054736	0.041768	0.157672	0.379210	0.493176
chr1	174000342	174076016	+	ENSMUST00000027817	ENSMUSG00000026532	Spta1	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005953	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000
chr1	164965424	164988342	-	ENSMUST00000027859	ENSMUSG00000026572	Tbx19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.010259
chr1	163889654	163908241	+	ENSMUST00000027871	ENSMUSG00000026581	Sell	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr1	163607152	163744678	+	ENSMUST00000027877	ENSMUSG00000026585	Kifap3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.642391	0.210792	0.000000	0.000000	0.302385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.411695	0.000000
chr1	157334380	157395995	+	ENSMUST00000027881	ENSMUSG00000026589	Sec16b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003915	0.000000	0.001550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr1	190830522	190841140	+	ENSMUST00000027943	ENSMUSG00000026630	Batf3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.337496	0.265523	0.000000	0.000000	0.000000	0.085065	0.000000	0.174520	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233704
chr1	169969572	170002515	-	ENSMUST00000027981	ENSMUSG00000026670	Uap1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.488559	5.419675	1.144601	0.000000	0.000000	0.000000	0.000000	2.117840	0.985001	0.000000	0.000007	0.000000	0.000000	1.443248	0.000000	1.589507	0.000000	0.000000	0.000000	0.000000	1.097908	0.000000
chr2	5025455	5068749	-	ENSMUST00000027986	ENSMUSG00000026672	Optn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.747052	0.000000	0.000000	0.000000	0.000000	0.000000	5.319287	0.000000	6.350698	0.000000	2.797556	0.000000	0.000000	0.000000	1.121903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.701542	11.912552
